REye_Position_X, REye_Position_Y, REye_Position_Z, REye_Rotation_X, REye_Rotation_Y, REye_Rotation_ZLEye_Position_X, LEye_Position_Y, LEye_Position_Z, LEye_Rotation_X, LEye_Rotation_Y, LEye_Rotation_ZRHand_Position_X, RHand_Position_Y, RHand_Position_Z, RHand_Rotation_X, RHand_Rotation_Y, RHand_Rotation_ZLHand_Position_X, LHand_Position_Y, LHand_Position_Z, LHand_Rotation_X, LHand_Rotation_Y, LHand_Rotation_ZHead_Position_X, Head_Position_Y, Head_Position_Z, Head_Rotation_X, Head_Rotation_Y, Head_Rotation_Z
0.02988502,1.470976, 0.02386885,-0.7071067,4.559755E-06, 0.7071069,-0.03388552,1.470976, 0.02386875,-0.7071078,-8.434057E-06, 0.7071058,0,1.36, 0,0,0, 0,0,1.36, 0,0,0, 0,-0.002,1.372, -0.062,-0.5364676,0.4606537, 0.5364675,
0.02988502,1.470976, 0.02386885,-0.7071067,4.559755E-06, 0.7071069,-0.03388552,1.470976, 0.02386875,-0.7071078,-8.434057E-06, 0.7071058,0,1.36, 0,0,0, 0,0,1.36, 0,0,0, 0,-0.002,1.372, -0.062,-0.5364676,0.4606537, 0.5364675,
0.4099257,1.856874, -1.272425,-0.04276519,-0.1663467, 0.07711044,0.3886685,1.860596, -1.212417,-0.04278337,-0.1663466, 0.07710733,0,1.36, 0,0,0, 0,0,1.36, 0,0,0, 0,0.4658099,1.9704, -1.225785,-0.1408207,-0.09833956, 0.6983151,
0.4099279,1.856778, -1.272422,-0.04286744,-0.1662647, 0.07709198,0.3886798,1.860514, -1.212412,-0.04288561,-0.1662646, 0.07708888,0,1.36, 0,0,0, 0,0,1.36, 0,0,0, 0,0.465828,1.970309, -1.225814,-0.1408449,-0.09821075, 0.6983082,
0.4099212,1.85688, -1.272335,-0.04282838,-0.1662858, 0.0772281,0.3886704,1.860608, -1.212326,-0.04284655,-0.1662858, 0.07722498,0,1.36, 0,0,0, 0,0,1.36, 0,0,0, 0,0.4657877,1.970425, -1.225722,-0.140829,-0.0982522, 0.6984032,
0.4099286,1.85687, -1.272381,-0.04285761,-0.1663557, 0.07719753,0.3886691,1.860602, -1.212375,-0.04287579,-0.1663556, 0.07719442,0,1.36, 0,0,0, 0,0,1.36, 0,0,0, 0,0.4657953,1.970414, -1.225764,-0.1408967,-0.09828617, 0.6983731,
0.409904,1.856917, -1.27229,-0.04281603,-0.166261, 0.07721857,0.3886563,1.860643, -1.212278,-0.04283421,-0.166261, 0.07721546,0,1.36, 0,0,0, 0,0,1.36, 0,0,0, 0,0.465775,1.97046, -1.225676,-0.1408035,-0.09824144, 0.6983997,
0.4098938,1.856864, -1.272359,-0.04277553,-0.1663132, 0.07712639,0.3886405,1.860587, -1.21235,-0.0427937,-0.1663131, 0.07712328,0,1.36, 0,0,0, 0,0,1.36, 0,0,0, 0,0.4657784,1.970392, -1.225726,-0.1408067,-0.0983074, 0.6983298,
0.4097907,1.856867, -1.272339,-0.04281124,-0.166318, 0.07706061,0.3885367,1.860596, -1.212331,-0.04282942,-0.1663179, 0.0770575,0,1.36, 0,0,0, 0,0,1.36, 0,0,0, 0,0.4656903,1.970389, -1.225711,-0.140837,-0.09828778, 0.6982817,
0.4098806,1.856908, -1.272264,-0.04278766,-0.1663505, 0.07709566,0.3886228,1.860633, -1.212257,-0.04280583,-0.1663504, 0.07709254,0,1.36, 0,0,0, 0,0,1.36, 0,0,0, 0,0.4657684,1.970433, -1.225628,-0.1408402,-0.09832778, 0.6983036,
0.4099096,1.856829, -1.272412,-0.04273169,-0.1663307, 0.07707319,0.3886547,1.860548, -1.212403,-0.04274987,-0.1663306, 0.07707007,0,1.36, 0,0,0, 0,0,1.36, 0,0,0, 0,0.4658028,1.970347, -1.225765,-0.1407849,-0.09834922, 0.6982915,
0.4098873,1.856858, -1.272446,-0.04273327,-0.1662606, 0.07706407,0.3886409,1.860578, -1.212434,-0.04275144,-0.1662605, 0.07706096,0,1.36, 0,0,0, 0,0,1.36, 0,0,0, 0,0.46579,1.970375, -1.225809,-0.1407404,-0.09829506, 0.6982927,
0.4099194,1.856898, -1.272411,-0.04266015,-0.1663318, 0.07709076,0.388665,1.860607, -1.212401,-0.04267832,-0.1663317, 0.07708766,0,1.36, 0,0,0, 0,0,1.36, 0,0,0, 0,0.4658065,1.970413, -1.22575,-0.1407313,-0.09839669, 0.6983058,
0.4098311,1.856856, -1.272376,-0.0427294,-0.1662153, 0.07711216,0.3885902,1.860575, -1.212362,-0.04274757,-0.1662152, 0.07710905,0,1.36, 0,0,0, 0,0,1.36, 0,0,0, 0,0.465728,1.970379, -1.225746,-0.1407079,-0.09826316, 0.6983318,
0.4097715,1.856828, -1.272421,-0.04272318,-0.1662721, 0.07703999,0.388524,1.860547, -1.212409,-0.04274135,-0.1662721, 0.07703689,0,1.36, 0,0,0, 0,0,1.36, 0,0,0, 0,0.4656781,1.970342, -1.225779,-0.1407403,-0.09831036, 0.6982747,
0.4098506,1.856773, -1.272499,-0.04279057,-0.1662332, 0.07706045,0.3886071,1.860501, -1.212487,-0.04280875,-0.1662331, 0.07705733,0,1.36, 0,0,0, 0,0,1.36, 0,0,0, 0,0.4657588,1.970294, -1.225877,-0.140766,-0.09823687, 0.6982915,
0.4098647,1.856901, -1.272311,-0.04278824,-0.1663458, 0.07720763,0.388607,1.860624, -1.212303,-0.04280642,-0.1663457, 0.07720451,0,1.36, 0,0,0, 0,0,1.36, 0,0,0, 0,0.4657282,1.970441, -1.22568,-0.1408376,-0.09832389, 0.6983833,
